location,iso_code,continent,date,total_cases,total_deaths,new_cases,new_deaths,new_cases_smoothed,new_deaths_smoothed,new_cases_per_million,total_cases_per_million,new_cases_smoothed_per_million,new_deaths_per_million,total_deaths_per_million,new_deaths_smoothed_per_million
Cameroon,CMR,Africa,10/23/2022,10,2,0,0,0.29,0,0,0.358,0.01,0,0.072,0
Canada,CAN,North America,10/23/2022,1435,0,0,0,3.57,0,0,37.317,0.093,0,0,0
Central African Republic,CAF,Africa,10/23/2022,11,0,0,0,0.14,0,0,1.972,0.025,0,0,0
Chile,CHL,South America,10/23/2022,1116,0,0,0,7.43,0,0,56.928,0.379,0,0,0
Colombia,COL,South America,10/23/2022,3110,0,0,0,54.29,0,0,59.953,1.047,0,0,0
Congo,COG,Africa,10/23/2022,5,0,0,0,0,0,0,0.837,0,0,0,0
Costa Rica,CRI,North America,10/23/2022,8,0,0,0,0.14,0,0,1.544,0.027,0,0,0
Croatia,HRV,Europe,10/23/2022,29,0,0,0,0,0,0,7.195,0,0,0,0
Cuba,CUB,North America,10/23/2022,4,1,0,0,0,0,0,0.357,0,0,0.089,0
Curacao,CUW,North America,10/23/2022,3,0,0,0,0,0,0,15.693,0,0,0,0
Cyprus,CYP,Europe,10/23/2022,5,0,0,0,0,0,0,5.58,0,0,0,0
Czechia,CZE,Europe,10/23/2022,70,1,0,0,0,0,0,6.67,0,0,0.095,0
Democratic Republic of Congo,COD,Africa,10/23/2022,206,0,0,0,0.86,0,0,2.081,0.009,0,0,0
Denmark,DNK,Europe,10/23/2022,191,0,0,0,0.29,0,0,32.471,0.049,0,0,0
Dominican Republic,DOM,North America,10/23/2022,52,0,0,0,0,0,0,4.631,0,0,0,0
Ecuador,ECU,South America,10/23/2022,212,1,0,0,3.86,0,0,11.777,0.214,0,0.056,0
El Salvador,SLV,North America,10/23/2022,11,0,0,0,0.14,0,0,1.736,0.022,0,0,0
Estonia,EST,Europe,10/23/2022,11,0,0,0,0,0,0,8.295,0,0,0,0
Finland,FIN,Europe,10/23/2022,41,0,0,0,0,0,0,7.4,0,0,0,0
France,FRA,Europe,10/23/2022,4084,0,0,0,2.86,0,0,60.224,0.042,0,0,0
Georgia,GEO,Asia,10/23/2022,2,0,0,0,0,0,0,0.534,0,0,0,0
Germany,DEU,Europe,10/23/2022,3656,0,0,0,0.71,0,0,43.853,0.009,0,0,0
Ghana,GHA,Africa,10/23/2022,104,4,0,0,0,0,0,3.107,0,0,0.119,0
Gibraltar,GIB,Europe,10/23/2022,6,0,0,0,0,0,0,183.615,0,0,0,0
Greece,GRC,Europe,10/23/2022,82,0,0,0,0,0,0,7.896,0,0,0,0
Greenland,GRL,North America,10/23/2022,2,0,0,0,0,0,0,35.402,0,0,0,0
Guadeloupe,GLP,Europe,10/23/2022,1,0,0,0,0,0,0,2.527,0,0,0,0
Guatemala,GTM,North America,10/23/2022,71,0,0,0,2.29,0,0,3.979,0.128,0,0,0
Guyana,GUY,South America,10/23/2022,2,0,0,0,0,0,0,2.473,0,0,0,0
Honduras,HND,North America,10/23/2022,6,0,0,0,0,0,0,0.575,0,0,0,0
Hungary,HUN,Europe,10/23/2022,79,0,0,0,0.14,0,0,7.926,0.014,0,0,0
Iceland,ISL,Europe,10/23/2022,16,0,0,0,0,0,0,42.907,0,0,0,0
India,IND,Asia,10/23/2022,17,1,0,0,0.71,0,0,0.012,0.001,0,0.001,0
Indonesia,IDN,Asia,10/23/2022,1,0,0,0,0,0,0,0.004,0,0,0,0
Ireland,IRL,Europe,10/23/2022,200,0,0,0,0.29,0,0,39.816,0.058,0,0,0
Israel,ISR,Asia,10/23/2022,257,0,0,0,0.43,0,0,27.199,0.046,0,0,0
Italy,ITA,Europe,10/23/2022,890,0,0,0,1.29,0,0,15.075,0.022,0,0,0
Jamaica,JAM,North America,10/23/2022,14,0,0,0,0,0,0,4.952,0,0,0,0
Latvia,LVA,Europe,10/23/2022,6,0,0,0,0,0,0,3.242,0,0,0,0
Lebanon,LBN,,10/23/2022,18,0,0,0,0,0,0,3.279,0,0,0,0
Liberia,LBR,,10/23/2022,3,0,0,0,0,0,0,0.566,0,0,0,0
Lithuania,LTU,,10/23/2022,5,0,0,0,0,0,0,1.818,0,0,0,0
Luxembourg,LUX,,10/23/2022,55,0,0,0,0,0,0,84.929,0,0,0,0
Malta,MLT,,10/23/2022,33,0,0,0,0,0,0,61.88,0,0,0,0
Martinique,MTQ,,10/23/2022,1,0,0,0,0,0,0,2.721,0,0,0,0
Mexico,MEX,,10/23/2022,2468,0,0,0,45.86,0,0,19.356,0.36,0,0,0
Moldova,MDA,,10/23/2022,2,0,0,0,0,0,0,0.611,0,0,0,0
Monaco,MCO,,10/23/2022,3,0,0,0,0,0,0,82.212,0,0,0,0
Montenegro,MNE,,10/23/2022,2,0,0,0,0,0,0,3.189,0,0,0,0
Mozambique,MOZ,,10/23/2022,1,0,0,0,0,0,0,0.03,0,0,0,0
Netherlands,NLD,,10/23/2022,1230,0,0,0,1,0,0,70.03,0.057,0,0,0
New Zealand,NZL,,10/23/2022,27,0,0,0,0.57,0,0,5.207,0.11,0,0,0
Nigeria,NGA,,10/23/2022,552,7,0,0,3.14,0,0,2.526,0.014,0,0.032,0
Norway,NOR,,10/23/2022,92,0,0,0,0,0,0,16.929,0,0,0,0
Panama,PAN,,10/23/2022,16,0,0,0,0,0,0,3.629,0,0,0,0
Paraguay,PRY,,10/23/2022,2,0,0,0,0,0,0,0.295,0,0,0,0
Peru,PER,,10/23/2022,2942,0,0,0,22.43,0,0,86.403,0.659,0,0,0
Poland,POL,,10/23/2022,201,0,0,0,0.71,0,0,5.043,0.018,0,0,0
Portugal,PRT,,10/23/2022,944,0,0,0,0.57,0,0,91.911,0.055,0,0,0
Puerto Rico,PRI,,10/23/2022,196,0,0,0,0.71,0,0,60.263,0.218,0,0,0
Romania,ROU,,10/23/2022,41,0,0,0,0,0,0,2.086,0,0,0,0
Russia,RUS,,10/23/2022,2,0,0,0,0,0,0,0.014,0,0,0,0
Saint Martin (French part),MAF,,10/23/2022,1,0,0,0,0,0,0,31.431,0,0,0,0
San Marino,SMR,,10/23/2022,1,0,0,0,0,0,0,29.682,0,0,0,0
Serbia,SRB,,10/23/2022,40,0,0,0,0,0,0,5.821,0,0,0,0
Slovakia,SVK,,10/23/2022,14,0,0,0,0,0,0,2.481,0,0,0,0
Slovenia,SVN,,10/23/2022,47,0,0,0,0,0,0,22.171,0,0,0,0
South Africa,ZAF,,10/23/2022,5,0,0,0,0,0,0,0.083,0,0,0,0
South Korea,KOR,,10/23/2022,2,0,0,0,0,0,0,0.039,0,0,0,0
Spain,ESP,,10/23/2022,7277,2,0,0,5.43,0,0,153.011,0.114,0,0.042,0
Sweden,SWE,,10/23/2022,207,0,0,0,0.14,0,0,19.622,0.013,0,0,0
Switzerland,CHE,,10/23/2022,544,0,0,0,3.29,0,0,62.239,0.376,0,0,0
Thailand,THA,,10/23/2022,11,0,0,0,0.14,0,0,0.153,0.002,0,0,0
Turkey,TUR,,10/23/2022,12,0,0,0,0,0,0,0.141,0,0,0,0
Ukraine,UKR,,10/23/2022,5,0,0,0,0,0,0,0.126,0,0,0,0
United Kingdom,GBR,,10/23/2022,3686,0,0,0,4.57,0,0,54.6,0.068,0,0,0
United States,USA,,10/23/2022,27689,5,0,0,80.14,0.43,0,81.85,0.237,0,0.015,0.001
Uruguay,URY,,10/23/2022,11,0,0,0,0,0,0,3.214,0,0,0,0
Venezuela,VEN,,10/23/2022,10,0,0,0,0,0,0,0.353,0,0,0,0
World,OWID_WRL,,10/23/2022,75632,33,184,0,311.71,0.57,0.023,9.484,0.039,0,0.004,0
Andorra,AND,Europe,10/22/2022,4,0,0,0,0,0,0,50.098,0,0,0,0
Argentina,ARG,South America,10/22/2022,524,0,0,0,0,0,0,11.514,0,0,0,0
Aruba,ABW,North America,10/22/2022,3,0,0,0,0,0,0,28.18,0,0,0,0
Australia,AUS,Oceania,10/22/2022,140,0,0,0,0.29,0,0,5.348,0.011,0,0,0
Austria,AUT,Europe,10/22/2022,323,0,0,0,0.43,0,0,36.131,0.048,0,0,0
Bahamas,BHS,North America,10/22/2022,2,0,0,0,0,0,0,4.878,0,0,0,0
Barbados,BRB,North America,10/22/2022,1,0,0,0,0,0,0,3.551,0,0,0,0
Belgium,BEL,Europe,10/22/2022,785,1,0,0,0.86,0,0,67.348,0.074,0,0.086,0
Benin,BEN,Africa,10/22/2022,3,0,0,0,0,0,0,0.225,0,0,0,0
Bermuda,BMU,North America,10/22/2022,1,0,0,0,0,0,0,15.575,0,0,0,0
Bolivia,BOL,South America,10/22/2022,239,0,2,0,1.14,0,0.164,19.552,0.093,0,0,0
Bosnia and Herzegovina,BIH,Europe,10/22/2022,9,0,0,0,0,0,0,2.783,0,0,0,0
Brazil,BRA,South America,10/22/2022,8890,7,30,0,38.43,0.14,0.139,41.289,0.178,0,0.033,0.001
Bulgaria,BGR,Europe,10/22/2022,6,0,0,0,0,0,0,0.885,0,0,0,0
Cameroon,CMR,Africa,10/22/2022,10,2,0,0,0.29,0,0,0.358,0.01,0,0.072,0
Canada,CAN,North America,10/22/2022,1435,0,25,0,3.57,0,0.65,37.317,0.093,0,0,0
Central African Republic,CAF,Africa,10/22/2022,11,0,0,0,0.14,0,0,1.972,0.025,0,0,0
Chile,CHL,South America,10/22/2022,1116,0,0,0,7.43,0,0,56.928,0.379,0,0,0
Colombia,COL,South America,10/22/2022,3110,0,0,0,54.29,0,0,59.953,1.047,0,0,0
Congo,COG,Africa,10/22/2022,5,0,0,0,0,0,0,0.837,0,0,0,0
Costa Rica,CRI,North America,10/22/2022,8,0,0,0,0.14,0,0,1.544,0.027,0,0,0
Croatia,HRV,Europe,10/22/2022,29,0,0,0,0,0,0,7.195,0,0,0,0
Cuba,CUB,North America,10/22/2022,4,1,0,0,0,0,0,0.357,0,0,0.089,0
Curacao,CUW,North America,10/22/2022,3,0,0,0,0,0,0,15.693,0,0,0,0
Cyprus,CYP,Europe,10/22/2022,5,0,0,0,0,0,0,5.58,0,0,0,0
Czechia,CZE,Europe,10/22/2022,70,1,0,0,0,0,0,6.67,0,0,0.095,0
Democratic Republic of Congo,COD,Africa,10/22/2022,206,0,0,0,0.86,0,0,2.081,0.009,0,0,0
Denmark,DNK,Europe,10/22/2022,191,0,0,0,0.29,0,0,32.471,0.049,0,0,0
Dominican Republic,DOM,North America,10/22/2022,52,0,0,0,0,0,0,4.631,0,0,0,0
Ecuador,ECU,South America,10/22/2022,212,1,0,0,3.86,0,0,11.777,0.214,0,0.056,0
El Salvador,SLV,North America,10/22/2022,11,0,0,0,0.14,0,0,1.736,0.022,0,0,0
Estonia,EST,Europe,10/22/2022,11,0,0,0,0,0,0,8.295,0,0,0,0
Finland,FIN,Europe,10/22/2022,41,0,0,0,0,0,0,7.4,0,0,0,0
France,FRA,Europe,10/22/2022,4084,0,0,0,2.86,0,0,60.224,0.042,0,0,0
Georgia,GEO,Asia,10/22/2022,2,0,0,0,0,0,0,0.534,0,0,0,0
Germany,DEU,Europe,10/22/2022,3656,0,0,0,0.71,0,0,43.853,0.009,0,0,0
Ghana,GHA,Africa,10/22/2022,104,4,0,0,0,0,0,3.107,0,0,0.119,0
Gibraltar,GIB,Europe,10/22/2022,6,0,0,0,0,0,0,183.615,0,0,0,0
Greece,GRC,Europe,10/22/2022,82,0,0,0,0,0,0,7.896,0,0,0,0
Greenland,GRL,North America,10/22/2022,2,0,0,0,0,0,0,35.402,0,0,0,0
Guadeloupe,GLP,Europe,10/22/2022,1,0,0,0,0,0,0,2.527,0,0,0,0
Guatemala,GTM,North America,10/22/2022,71,0,5,0,2.29,0,0.28,3.979,0.128,0,0,0
Guyana,GUY,South America,10/22/2022,2,0,0,0,0,0,0,2.473,0,0,0,0
Honduras,HND,North America,10/22/2022,6,0,0,0,0,0,0,0.575,0,0,0,0
Hungary,HUN,Europe,10/22/2022,79,0,0,0,0.14,0,0,7.926,0.014,0,0,0
Iceland,ISL,Europe,10/22/2022,16,0,0,0,0,0,0,42.907,0,0,0,0
India,IND,Asia,10/22/2022,17,1,0,0,0.71,0,0,0.012,0.001,0,0.001,0
Indonesia,IDN,Asia,10/22/2022,1,0,0,0,0,0,0,0.004,0,0,0,0
Ireland,IRL,Europe,10/22/2022,200,0,0,0,0.29,0,0,39.816,0.058,0,0,0
Israel,ISR,Asia,10/22/2022,257,0,0,0,0.43,0,0,27.199,0.046,0,0,0
Italy,ITA,Europe,10/22/2022,890,0,0,0,1.29,0,0,15.075,0.022,0,0,0
Jamaica,JAM,North America,10/22/2022,14,0,0,0,0,0,0,4.952,0,0,0,0
Latvia,LVA,Europe,10/22/2022,6,0,0,0,0,0,0,3.242,0,0,0,0
Lebanon,LBN,,10/22/2022,18,0,0,0,0,0,0,3.279,0,0,0,0
Liberia,LBR,,10/22/2022,3,0,0,0,0,0,0,0.566,0,0,0,0
Lithuania,LTU,,10/22/2022,5,0,0,0,0,0,0,1.818,0,0,0,0
Luxembourg,LUX,,10/22/2022,55,0,0,0,0,0,0,84.929,0,0,0,0
Malta,MLT,,10/22/2022,33,0,0,0,0,0,0,61.88,0,0,0,0
Martinique,MTQ,,10/22/2022,1,0,0,0,0,0,0,2.721,0,0,0,0
Mexico,MEX,,10/22/2022,2468,0,0,0,45.86,0,0,19.356,0.36,0,0,0
Moldova,MDA,,10/22/2022,2,0,0,0,0,0,0,0.611,0,0,0,0
Monaco,MCO,,10/22/2022,3,0,0,0,0,0,0,82.212,0,0,0,0
Montenegro,MNE,,10/22/2022,2,0,0,0,0,0,0,3.189,0,0,0,0
Mozambique,MOZ,,10/22/2022,1,0,0,0,0,0,0,0.03,0,0,0,0
Netherlands,NLD,,10/22/2022,1230,0,0,0,1,0,0,70.03,0.057,0,0,0
New Zealand,NZL,,10/22/2022,27,0,0,0,0.57,0,0,5.207,0.11,0,0,0
Nigeria,NGA,,10/22/2022,552,7,0,0,3.14,0,0,2.526,0.014,0,0.032,0
Norway,NOR,,10/22/2022,92,0,0,0,0,0,0,16.929,0,0,0,0
Panama,PAN,,10/22/2022,16,0,0,0,0,0,0,3.629,0,0,0,0
Paraguay,PRY,,10/22/2022,2,0,0,0,0,0,0,0.295,0,0,0,0
Peru,PER,,10/22/2022,2942,0,29,0,22.43,0,0.852,86.403,0.659,0,0,0
Poland,POL,,10/22/2022,201,0,0,0,0.71,0,0,5.043,0.018,0,0,0
Portugal,PRT,,10/22/2022,944,0,0,0,0.57,0,0,91.911,0.055,0,0,0
Puerto Rico,PRI,,10/22/2022,196,0,0,0,0.71,0,0,60.263,0.218,0,0,0
Romania,ROU,,10/22/2022,41,0,0,0,0,0,0,2.086,0,0,0,0
Russia,RUS,,10/22/2022,2,0,0,0,0,0,0,0.014,0,0,0,0
Saint Martin (French part),MAF,,10/22/2022,1,0,0,0,0,0,0,31.431,0,0,0,0
San Marino,SMR,,10/22/2022,1,0,0,0,0,0,0,29.682,0,0,0,0
Serbia,SRB,,10/22/2022,40,0,0,0,0,0,0,5.821,0,0,0,0
Slovakia,SVK,,10/22/2022,14,0,0,0,0,0,0,2.481,0,0,0,0
Slovenia,SVN,,10/22/2022,47,0,0,0,0,0,0,22.171,0,0,0,0
South Africa,ZAF,,10/22/2022,5,0,0,0,0,0,0,0.083,0,0,0,0
South Korea,KOR,,10/22/2022,2,0,0,0,0,0,0,0.039,0,0,0,0
Spain,ESP,,10/22/2022,7277,2,0,0,5.43,0,0,153.011,0.114,0,0.042,0
Sweden,SWE,,10/22/2022,207,0,0,0,0.14,0,0,19.622,0.013,0,0,0
Switzerland,CHE,,10/22/2022,544,0,0,0,3.29,0,0,62.239,0.376,0,0,0
Thailand,THA,,10/22/2022,11,0,0,0,0.14,0,0,0.153,0.002,0,0,0
Turkey,TUR,,10/22/2022,12,0,0,0,0,0,0,0.141,0,0,0,0
Ukraine,UKR,,10/22/2022,5,0,0,0,0,0,0,0.126,0,0,0,0
United Kingdom,GBR,,10/22/2022,3686,0,0,0,4.57,0,0,54.6,0.068,0,0,0
United States,USA,,10/22/2022,27689,5,245,1,80.14,0.43,0.724,81.85,0.237,0.003,0.015,0.001
Uruguay,URY,,10/22/2022,11,0,0,0,0.14,0,0,3.214,0.041,0,0,0
Venezuela,VEN,,10/22/2022,10,0,0,0,0.29,0,0,0.353,0.01,0,0,0
World,OWID_WRL,,10/22/2022,75448,33,336,1,290.29,0.57,0.042,9.46,0.036,0,0.004,0
Andorra,AND,Europe,10/21/2022,4,0,0,0,0,0,0,50.098,0,0,0,0
Argentina,ARG,South America,10/21/2022,524,0,0,0,0,0,0,11.514,0,0,0,0
Aruba,ABW,North America,10/21/2022,3,0,0,0,0,0,0,28.18,0,0,0,0
Australia,AUS,Oceania,10/21/2022,140,0,0,0,0.29,0,0,5.348,0.011,0,0,0
Austria,AUT,Europe,10/21/2022,323,0,0,0,0.43,0,0,36.131,0.048,0,0,0
Bahamas,BHS,North America,10/21/2022,2,0,0,0,0,0,0,4.878,0,0,0,0
Barbados,BRB,North America,10/21/2022,1,0,0,0,0,0,0,3.551,0,0,0,0
Belgium,BEL,Europe,10/21/2022,785,1,0,0,0.86,0,0,67.348,0.074,0,0.086,0
Benin,BEN,Africa,10/21/2022,3,0,0,0,0,0,0,0.225,0,0,0,0
Bermuda,BMU,North America,10/21/2022,1,0,0,0,0,0,0,15.575,0,0,0,0
Bolivia,BOL,South America,10/21/2022,237,0,1,0,1.29,0,0.082,19.388,0.106,0,0,0
Bosnia and Herzegovina,BIH,Europe,10/21/2022,9,0,0,0,0,0,0,2.783,0,0,0,0
Brazil,BRA,South America,10/21/2022,8860,7,82,0,45.29,0.14,0.381,41.149,0.21,0,0.033,0.001
Bulgaria,BGR,Europe,10/21/2022,6,0,0,0,0,0,0,0.885,0,0,0,0
Cameroon,CMR,Africa,10/21/2022,10,2,0,0,0.29,0,0,0.358,0.01,0,0.072,0
Canada,CAN,North America,10/21/2022,1410,0,0,0,0,0,0,36.667,0,0,0,0
Central African Republic,CAF,Africa,10/21/2022,11,0,0,0,0.14,0,0,1.972,0.025,0,0,0
Chile,CHL,South America,10/21/2022,1116,0,0,0,7.43,0,0,56.928,0.379,0,0,0
Colombia,COL,South America,10/21/2022,3110,0,0,0,54.29,0,0,59.953,1.047,0,0,0
Congo,COG,Africa,10/21/2022,5,0,0,0,0,0,0,0.837,0,0,0,0
Costa Rica,CRI,North America,10/21/2022,8,0,1,0,0.14,0,0.193,1.544,0.027,0,0,0
Croatia,HRV,Europe,10/21/2022,29,0,0,0,0,0,0,7.195,0,0,0,0
Cuba,CUB,North America,10/21/2022,4,1,0,0,0,0,0,0.357,0,0,0.089,0
Curacao,CUW,North America,10/21/2022,3,0,0,0,0,0,0,15.693,0,0,0,0
Cyprus,CYP,Europe,10/21/2022,5,0,0,0,0,0,0,5.58,0,0,0,0
Czechia,CZE,Europe,10/21/2022,70,1,0,0,0,0,0,6.67,0,0,0.095,0
Democratic Republic of Congo,COD,Africa,10/21/2022,206,0,0,0,0.86,0,0,2.081,0.009,0,0,0
Denmark,DNK,Europe,10/21/2022,191,0,0,0,0.29,0,0,32.471,0.049,0,0,0
Dominican Republic,DOM,North America,10/21/2022,52,0,0,0,0,0,0,4.631,0,0,0,0
Ecuador,ECU,South America,10/21/2022,212,1,0,0,3.86,0,0,11.777,0.214,0,0.056,0
El Salvador,SLV,North America,10/21/2022,11,0,0,0,0.14,0,0,1.736,0.022,0,0,0
Estonia,EST,Europe,10/21/2022,11,0,0,0,0,0,0,8.295,0,0,0,0
Finland,FIN,Europe,10/21/2022,41,0,0,0,0,0,0,7.4,0,0,0,0
France,FRA,Europe,10/21/2022,4084,0,0,0,2.86,0,0,60.224,0.042,0,0,0
Georgia,GEO,Asia,10/21/2022,2,0,0,0,0,0,0,0.534,0,0,0,0
Germany,DEU,Europe,10/21/2022,3656,0,0,0,0.71,0,0,43.853,0.009,0,0,0
Ghana,GHA,Africa,10/21/2022,104,4,0,0,0,0,0,3.107,0,0,0.119,0
Gibraltar,GIB,Europe,10/21/2022,6,0,0,0,0,0,0,183.615,0,0,0,0
Greece,GRC,Europe,10/21/2022,82,0,0,0,0,0,0,7.896,0,0,0,0
Greenland,GRL,North America,10/21/2022,2,0,0,0,0,0,0,35.402,0,0,0,0
Guadeloupe,GLP,Europe,10/21/2022,1,0,0,0,0,0,0,2.527,0,0,0,0
Guatemala,GTM,North America,10/21/2022,66,0,0,0,3.29,0,0,3.699,0.184,0,0,0
Guyana,GUY,South America,10/21/2022,2,0,0,0,0,0,0,2.473,0,0,0,0
Honduras,HND,North America,10/21/2022,6,0,0,0,0,0,0,0.575,0,0,0,0
Hungary,HUN,Europe,10/21/2022,79,0,0,0,0.14,0,0,7.926,0.014,0,0,0
Iceland,ISL,Europe,10/21/2022,16,0,0,0,0,0,0,42.907,0,0,0,0
India,IND,Asia,10/21/2022,17,1,0,0,0.71,0,0,0.012,0.001,0,0.001,0
Indonesia,IDN,Asia,10/21/2022,1,0,0,0,0,0,0,0.004,0,0,0,0
Ireland,IRL,Europe,10/21/2022,200,0,0,0,0.29,0,0,39.816,0.058,0,0,0
Israel,ISR,Asia,10/21/2022,257,0,0,0,0.43,0,0,27.199,0.046,0,0,0
Italy,ITA,Europe,10/21/2022,890,0,2,0,1.29,0,0.034,15.075,0.022,0,0,0
Jamaica,JAM,North America,10/21/2022,14,0,0,0,0,0,0,4.952,0,0,0,0
Latvia,LVA,Europe,10/21/2022,6,0,0,0,0,0,0,3.242,0,0,0,0
Lebanon,LBN,,10/21/2022,18,0,0,0,0,0,0,3.279,0,0,0,0
Liberia,LBR,,10/21/2022,3,0,0,0,0,0,0,0.566,0,0,0,0
Lithuania,LTU,,10/21/2022,5,0,0,0,0,0,0,1.818,0,0,0,0
Luxembourg,LUX,,10/21/2022,55,0,0,0,0,0,0,84.929,0,0,0,0
Malta,MLT,,10/21/2022,33,0,0,0,0,0,0,61.88,0,0,0,0
Martinique,MTQ,,10/21/2022,1,0,0,0,0,0,0,2.721,0,0,0,0
Mexico,MEX,,10/21/2022,2468,0,0,0,45.86,0,0,19.356,0.36,0,0,0
Moldova,MDA,,10/21/2022,2,0,0,0,0,0,0,0.611,0,0,0,0
Monaco,MCO,,10/21/2022,3,0,0,0,0,0,0,82.212,0,0,0,0
Montenegro,MNE,,10/21/2022,2,0,0,0,0,0,0,3.189,0,0,0,0
Mozambique,MOZ,,10/21/2022,1,0,0,0,0,0,0,0.03,0,0,0,0
Netherlands,NLD,,10/21/2022,1230,0,0,0,1,0,0,70.03,0.057,0,0,0
New Zealand,NZL,,10/21/2022,27,0,0,0,0.57,0,0,5.207,0.11,0,0,0
Nigeria,NGA,,10/21/2022,552,7,0,0,3.14,0,0,2.526,0.014,0,0.032,0
Norway,NOR,,10/21/2022,92,0,0,0,0,0,0,16.929,0,0,0,0
Panama,PAN,,10/21/2022,16,0,0,0,0,0,0,3.629,0,0,0,0
Paraguay,PRY,,10/21/2022,2,0,0,0,0,0,0,0.295,0,0,0,0
Peru,PER,,10/21/2022,2913,0,0,0,20.71,0,0,85.552,0.608,0,0,0
Poland,POL,,10/21/2022,201,0,0,0,0.71,0,0,5.043,0.018,0,0,0
Portugal,PRT,,10/21/2022,944,0,4,0,0.57,0,0.389,91.911,0.055,0,0,0
Puerto Rico,PRI,,10/21/2022,196,0,2,0,0.71,0,0.615,60.263,0.218,0,0,0
Romania,ROU,,10/21/2022,41,0,0,0,0,0,0,2.086,0,0,0,0
Russia,RUS,,10/21/2022,2,0,0,0,0,0,0,0.014,0,0,0,0
Saint Martin (French part),MAF,,10/21/2022,1,0,0,0,0,0,0,31.431,0,0,0,0
San Marino,SMR,,10/21/2022,1,0,0,0,0,0,0,29.682,0,0,0,0
Serbia,SRB,,10/21/2022,40,0,0,0,0,0,0,5.821,0,0,0,0
Slovakia,SVK,,10/21/2022,14,0,0,0,0,0,0,2.481,0,0,0,0
Slovenia,SVN,,10/21/2022,47,0,0,0,0,0,0,22.171,0,0,0,0
South Africa,ZAF,,10/21/2022,5,0,0,0,0,0,0,0.083,0,0,0,0
South Korea,KOR,,10/21/2022,2,0,0,0,0,0,0,0.039,0,0,0,0
Spain,ESP,,10/21/2022,7277,2,0,0,5.43,0,0,153.011,0.114,0,0.042,0
Sweden,SWE,,10/21/2022,207,0,0,0,0.14,0,0,19.622,0.013,0,0,0
Switzerland,CHE,,10/21/2022,544,0,2,0,3.29,0,0.229,62.239,0.376,0,0,0
Thailand,THA,,10/21/2022,11,0,0,0,0.14,0,0,0.153,0.002,0,0,0
Turkey,TUR,,10/21/2022,12,0,0,0,0,0,0,0.141,0,0,0,0
Ukraine,UKR,,10/21/2022,5,0,0,0,0,0,0,0.126,0,0,0,0
United Kingdom,GBR,,10/21/2022,3686,0,0,0,4.57,0,0,54.6,0.068,0,0,0
United States,USA,,10/21/2022,27444,4,0,0,76.57,0.29,0,81.126,0.226,0,0.012,0.001
Uruguay,URY,,10/21/2022,11,0,0,0,0.14,0,0,3.214,0.041,0,0,0
Venezuela,VEN,,10/21/2022,10,0,0,0,0.29,0,0,0.353,0.01,0,0,0
World,OWID_WRL,,10/21/2022,75112,32,94,0,289.43,0.43,0.012,9.418,0.036,0,0.004,0
Andorra,AND,Europe,10/20/2022,4,0,0,0,0,0,0,50.098,0,0,0,0
Argentina,ARG,South America,10/20/2022,524,0,0,0,0,0,0,11.514,0,0,0,0
Aruba,ABW,North America,10/20/2022,3,0,0,0,0,0,0,28.18,0,0,0,0
Australia,AUS,Oceania,10/20/2022,140,0,0,0,0.29,0,0,5.348,0.011,0,0,0
Austria,AUT,Europe,10/20/2022,323,0,0,0,0.43,0,0,36.131,0.048,0,0,0
Bahamas,BHS,North America,10/20/2022,2,0,0,0,0,0,0,4.878,0,0,0,0
Barbados,BRB,North America,10/20/2022,1,0,0,0,0,0,0,3.551,0,0,0,0
Belgium,BEL,Europe,10/20/2022,785,1,1,0,0.86,0,0.086,67.348,0.074,0,0.086,0
Benin,BEN,Africa,10/20/2022,3,0,0,0,0,0,0,0.225,0,0,0,0
Bermuda,BMU,North America,10/20/2022,1,0,0,0,0,0,0,15.575,0,0,0,0
Bolivia,BOL,South America,10/20/2022,236,0,1,0,1.43,0,0.082,19.306,0.117,0,0,0
Bosnia and Herzegovina,BIH,Europe,10/20/2022,9,0,0,0,0,0,0,2.783,0,0,0,0
Brazil,BRA,South America,10/20/2022,8778,7,53,0,36.71,0.29,0.246,40.768,0.17,0,0.033,0.001
Bulgaria,BGR,Europe,10/20/2022,6,0,0,0,0,0,0,0.885,0,0,0,0
Cameroon,CMR,Africa,10/20/2022,10,2,2,0,0.29,0,0.072,0.358,0.01,0,0.072,0
Canada,CAN,North America,10/20/2022,1410,0,0,0,0,0,0,36.667,0,0,0,0
Central African Republic,CAF,Africa,10/20/2022,11,0,1,0,0.14,0,0.179,1.972,0.025,0,0,0
Chile,CHL,South America,10/20/2022,1116,0,0,0,7.43,0,0,56.928,0.379,0,0,0
Colombia,COL,South America,10/20/2022,3110,0,0,0,54.29,0,0,59.953,1.047,0,0,0
Congo,COG,Africa,10/20/2022,5,0,0,0,0,0,0,0.837,0,0,0,0
Costa Rica,CRI,North America,10/20/2022,7,0,0,0,0,0,0,1.351,0,0,0,0
Croatia,HRV,Europe,10/20/2022,29,0,0,0,0,0,0,7.195,0,0,0,0
Cuba,CUB,North America,10/20/2022,4,1,0,0,0,0,0,0.357,0,0,0.089,0
Curacao,CUW,North America,10/20/2022,3,0,0,0,0,0,0,15.693,0,0,0,0
Cyprus,CYP,Europe,10/20/2022,5,0,0,0,0,0,0,5.58,0,0,0,0
Czechia,CZE,Europe,10/20/2022,70,1,0,0,0,0,0,6.67,0,0,0.095,0
