location,iso_code,continent,date,total_cases,total_deaths,new_cases,new_deaths,new_cases_smoothed,new_deaths_smoothed,new_cases_per_million,total_cases_per_million,new_cases_smoothed_per_million,new_deaths_per_million,total_deaths_per_million,new_deaths_smoothed_per_million
Honduras,HND,North America,10/1/2022,6,0,0,0,0,0,0,0.575,0,0,0,0
Hungary,HUN,Europe,10/1/2022,77,0,0,0,0,0,0,7.725,0,0,0,0
Iceland,ISL,Europe,10/1/2022,14,0,0,0,0.29,0,0,37.543,0.778,0,0,0
India,IND,Asia,10/1/2022,12,1,0,0,0,0,0,0.008,0,0,0.001,0
Indonesia,IDN,Asia,10/1/2022,1,0,0,0,0,0,0,0.004,0,0,0,0
Ireland,IRL,Europe,10/1/2022,183,0,0,0,0.71,0,0,36.432,0.141,0,0,0
Israel,ISR,Asia,10/1/2022,250,0,0,0,0,0,0,26.458,0,0,0,0
Italy,ITA,Europe,10/1/2022,850,0,0,0,1.14,0,0,14.398,0.019,0,0,0
Jamaica,JAM,North America,10/1/2022,14,0,0,0,0,0,0,4.952,0,0,0,0
Japan,JPN,Asia,10/1/2022,6,0,0,0,0.14,0,0,0.048,0.001,0,0,0
Latvia,LVA,Europe,10/1/2022,5,0,0,0,0,0,0,2.702,0,0,0,0
Lebanon,LBN,,10/1/2022,11,0,0,0,0,0,0,2.004,0,0,0,0
Liberia,LBR,,10/1/2022,3,0,0,0,0,0,0,0.566,0,0,0,0
Lithuania,LTU,,10/1/2022,5,0,0,0,0,0,0,1.818,0,0,0,0
Luxembourg,LUX,,10/1/2022,55,0,0,0,0,0,0,84.929,0,0,0,0
Malta,MLT,,10/1/2022,33,0,0,0,0,0,0,61.88,0,0,0,0
Martinique,MTQ,,10/1/2022,1,0,0,0,0,0,0,2.721,0,0,0,0
Mexico,MEX,,10/1/2022,1627,0,0,0,37.14,0,0,12.76,0.291,0,0,0
Moldova,MDA,,10/1/2022,2,0,0,0,0,0,0,0.611,0,0,0,0
Monaco,MCO,,10/1/2022,3,0,0,0,0,0,0,82.212,0,0,0,0
Montenegro,MNE,,10/1/2022,2,0,0,0,0,0,0,3.189,0,0,0,0
Mozambique,MOZ,,10/1/2022,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,NLD,,10/1/2022,1219,0,0,0,0,0,0,69.403,0,0,0,0
New Zealand,NZL,,10/1/2022,9,0,0,0,0,0,0,1.736,0,0,0,0
Nigeria,NGA,,10/1/2022,400,7,0,0,17.57,0.14,0,1.83,0.08,0,0.032,0.001
Norway,NOR,,10/1/2022,92,0,0,0,0.14,0,0,16.929,0.026,0,0,0
Panama,PAN,,10/1/2022,16,0,2,0,0.43,0,0.454,3.629,0.098,0,0,0
Paraguay,PRY,,10/1/2022,2,0,0,0,0.14,0,0,0.295,0.021,0,0,0
Peru,PER,,10/1/2022,2521,0,41,0,30,0,1.204,74.039,0.881,0,0,0
Poland,POL,,10/1/2022,188,0,0,0,2.14,0,0,4.717,0.054,0,0,0
Portugal,PRT,,10/1/2022,926,0,0,0,1.29,0,0,90.158,0.126,0,0,0
Puerto Rico,PRI,,10/1/2022,182,0,0,0,1.29,0,0,55.958,0.397,0,0,0
Romania,ROU,,10/1/2022,40,0,0,0,0.14,0,0,2.035,0.007,0,0,0
Russia,RUS,,10/1/2022,2,0,0,0,0,0,0,0.014,0,0,0,0
Saint Martin (French part),MAF,,10/1/2022,1,0,0,0,0,0,0,31.431,0,0,0,0
San Marino,SMR,,10/1/2022,0,0,0,0,0,0,0,0,0,0,0,0
Serbia,SRB,,10/1/2022,40,0,0,0,0,0,0,5.821,0,0,0,0
Slovakia,SVK,,10/1/2022,14,0,0,0,0,0,0,2.481,0,0,0,0
Slovenia,SVN,,10/1/2022,47,0,0,0,0.14,0,0,22.171,0.066,0,0,0
South Africa,ZAF,,10/1/2022,5,0,0,0,0,0,0,0.083,0,0,0,0
South Korea,KOR,,10/1/2022,2,0,0,0,0,0,0,0.039,0,0,0,0
Spain,ESP,,10/1/2022,7188,2,0,0,15,0,0,151.14,0.315,0,0.042,0
Sudan,SDN,,10/1/2022,17,1,10,0,1.43,0,0.213,0.363,0.031,0,0.021,0
Sweden,SWE,,10/1/2022,195,0,0,0,1.29,0,0,18.485,0.122,0,0,0
Switzerland,CHE,,10/1/2022,513,0,0,0,1.43,0,0,58.692,0.164,0,0,0
Thailand,THA,,10/1/2022,8,0,0,0,0,0,0,0.112,0,0,0,0
Turkey,TUR,,10/1/2022,1,0,0,0,0,0,0,0.012,0,0,0,0
Ukraine,UKR,,10/1/2022,3,0,0,0,0,0,0,0.076,0,0,0,0
United Kingdom,GBR,,10/1/2022,3635,0,0,0,7.14,0,0,53.845,0.106,0,0,0
United States,USA,,10/1/2022,25434,1,0,0,147.43,0,0,75.184,0.436,0,0.003,0
Uruguay,URY,,10/1/2022,8,0,0,0,0.29,0,0,2.337,0.085,0,0,0
Venezuela,VEN,,10/1/2022,5,0,0,0,0,0,0,0.177,0,0,0,0
World,OWID_WRL,,10/1/2022,68448,24,185,0,442.14,0.14,0.023,8.583,0.055,0,0.003,0
Andorra,AND,Europe,9/30/2022,4,0,0,0,0,0,0,50.098,0,0,0,0
Argentina,ARG,South America,9/30/2022,396,0,70,0,10,0,1.538,8.701,0.22,0,0,0
Aruba,ABW,North America,9/30/2022,3,0,0,0,0,0,0,28.18,0,0,0,0
Australia,AUS,Oceania,9/30/2022,136,0,0,0,0.14,0,0,5.195,0.005,0,0,0
Austria,AUT,Europe,9/30/2022,313,0,0,0,0.86,0,0,35.013,0.096,0,0,0
Bahamas,BHS,North America,9/30/2022,2,0,0,0,0,0,0,4.878,0,0,0,0
Barbados,BRB,North America,9/30/2022,1,0,0,0,0,0,0,3.551,0,0,0,0
Belgium,BEL,Europe,9/30/2022,770,1,0,0,1.86,0,0,66.061,0.16,0,0.086,0
Benin,BEN,Africa,9/30/2022,3,0,0,0,0,0,0,0.225,0,0,0,0
Bermuda,BMU,North America,9/30/2022,1,0,0,0,0,0,0,15.575,0,0,0,0
Bolivia,BOL,South America,9/30/2022,185,0,0,0,4.29,0,0,15.134,0.351,0,0,0
Bosnia and Herzegovina,BIH,Europe,9/30/2022,5,0,0,0,0.29,0,0,1.546,0.09,0,0,0
Brazil,BRA,South America,9/30/2022,7687,2,63,0,68.86,0,0.293,35.701,0.32,0,0.009,0
Bulgaria,BGR,Europe,9/30/2022,6,0,0,0,0,0,0,0.885,0,0,0,0
Cameroon,CMR,Africa,9/30/2022,8,2,0,0,0,0,0,0.287,0,0,0.072,0
Canada,CAN,North America,9/30/2022,1396,0,0,0,2.43,0,0,36.303,0.063,0,0,0
Central African Republic,CAF,Africa,9/30/2022,9,0,0,0,0.14,0,0,1.613,0.025,0,0,0
Chile,CHL,South America,9/30/2022,880,0,0,0,13.86,0,0,44.889,0.707,0,0,0
China,CHN,Asia,9/30/2022,5,0,0,0,0,0,0,0.004,0,0,0,0
Colombia,COL,South America,9/30/2022,2042,0,0,0,55.57,0,0,39.365,1.071,0,0,0
Congo,COG,Africa,9/30/2022,5,0,0,0,0,0,0,0.837,0,0,0,0
Costa Rica,CRI,North America,9/30/2022,4,0,0,0,0,0,0,0.772,0,0,0,0
Croatia,HRV,Europe,9/30/2022,29,0,0,0,0,0,0,7.195,0,0,0,0
Cuba,CUB,North America,9/30/2022,3,1,0,0,0.14,0,0,0.268,0.012,0,0.089,0
Curacao,CUW,North America,9/30/2022,3,0,0,0,0,0,0,15.693,0,0,0,0
Cyprus,CYP,Europe,9/30/2022,5,0,0,0,0,0,0,5.58,0,0,0,0
Czechia,CZE,Europe,9/30/2022,67,1,1,0,0.14,0,0.095,6.385,0.013,0,0.095,0
Democratic Republic of Congo,COD,Africa,9/30/2022,190,0,0,0,2.29,0,0,1.919,0.023,0,0,0
Denmark,DNK,Europe,9/30/2022,185,0,0,0,0.29,0,0,31.451,0.049,0,0,0
Dominican Republic,DOM,North America,9/30/2022,31,0,0,0,0,0,0,2.761,0,0,0,0
Ecuador,ECU,South America,9/30/2022,120,1,0,0,3.86,0,0,6.666,0.214,0,0.056,0
El Salvador,SLV,North America,9/30/2022,5,0,0,0,0.14,0,0,0.789,0.022,0,0,0
Estonia,EST,Europe,9/30/2022,11,0,0,0,0,0,0,8.295,0,0,0,0
Finland,FIN,Europe,9/30/2022,40,0,0,0,1,0,0,7.219,0.18,0,0,0
France,FRA,Europe,9/30/2022,3999,0,0,0,8,0,0,58.971,0.118,0,0,0
Georgia,GEO,Asia,9/30/2022,2,0,0,0,0,0,0,0.534,0,0,0,0
Germany,DEU,Europe,9/30/2022,3625,0,4,0,4,0,0.048,43.481,0.048,0,0,0
Ghana,GHA,Africa,9/30/2022,91,4,0,0,1,0,0,2.718,0.03,0,0.119,0
Gibraltar,GIB,Europe,9/30/2022,6,0,0,0,0,0,0,183.615,0,0,0,0
Greece,GRC,Europe,9/30/2022,80,0,0,0,1.14,0,0,7.703,0.11,0,0,0
Greenland,GRL,North America,9/30/2022,2,0,0,0,0,0,0,35.402,0,0,0,0
Guadeloupe,GLP,Europe,9/30/2022,1,0,0,0,0,0,0,2.527,0,0,0,0
Guatemala,GTM,North America,9/30/2022,24,0,0,0,1.29,0,0,1.345,0.072,0,0,0
Guyana,GUY,South America,9/30/2022,2,0,0,0,0,0,0,2.473,0,0,0,0
Honduras,HND,North America,9/30/2022,6,0,0,0,0,0,0,0.575,0,0,0,0
Hungary,HUN,Europe,9/30/2022,77,0,0,0,0,0,0,7.725,0,0,0,0
Iceland,ISL,Europe,9/30/2022,14,0,0,0,0.29,0,0,37.543,0.778,0,0,0
India,IND,Asia,9/30/2022,12,1,0,0,0,0,0,0.008,0,0,0.001,0
Indonesia,IDN,Asia,9/30/2022,1,0,0,0,0,0,0,0.004,0,0,0,0
Ireland,IRL,Europe,9/30/2022,183,0,0,0,0.71,0,0,36.432,0.141,0,0,0
Israel,ISR,Asia,9/30/2022,250,0,0,0,0,0,0,26.458,0,0,0,0
Italy,ITA,Europe,9/30/2022,850,0,4,0,1.14,0,0.068,14.398,0.019,0,0,0
Jamaica,JAM,North America,9/30/2022,14,0,0,0,0.14,0,0,4.952,0.05,0,0,0
Japan,JPN,Asia,9/30/2022,6,0,0,0,0.14,0,0,0.048,0.001,0,0,0
Latvia,LVA,Europe,9/30/2022,5,0,0,0,0,0,0,2.702,0,0,0,0
Lebanon,LBN,,9/30/2022,11,0,0,0,0,0,0,2.004,0,0,0,0
Liberia,LBR,,9/30/2022,3,0,0,0,0,0,0,0.566,0,0,0,0
Lithuania,LTU,,9/30/2022,5,0,0,0,0,0,0,1.818,0,0,0,0
Luxembourg,LUX,,9/30/2022,55,0,0,0,0,0,0,84.929,0,0,0,0
Malta,MLT,,9/30/2022,33,0,0,0,0,0,0,61.88,0,0,0,0
Martinique,MTQ,,9/30/2022,1,0,0,0,0,0,0,2.721,0,0,0,0
Mexico,MEX,,9/30/2022,1627,0,0,0,37.14,0,0,12.76,0.291,0,0,0
Moldova,MDA,,9/30/2022,2,0,0,0,0,0,0,0.611,0,0,0,0
Monaco,MCO,,9/30/2022,3,0,0,0,0,0,0,82.212,0,0,0,0
Montenegro,MNE,,9/30/2022,2,0,0,0,0,0,0,3.189,0,0,0,0
Mozambique,MOZ,,9/30/2022,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,NLD,,9/30/2022,1219,0,0,0,0,0,0,69.403,0,0,0,0
New Zealand,NZL,,9/30/2022,9,0,0,0,0,0,0,1.736,0,0,0,0
Nigeria,NGA,,9/30/2022,400,7,0,0,17.57,0.14,0,1.83,0.08,0,0.032,0.001
Norway,NOR,,9/30/2022,92,0,0,0,0.14,0,0,16.929,0.026,0,0,0
Panama,PAN,,9/30/2022,14,0,0,0,0.14,0,0,3.176,0.032,0,0,0
Paraguay,PRY,,9/30/2022,2,0,1,0,0.14,0,0.147,0.295,0.021,0,0,0
Peru,PER,,9/30/2022,2480,0,31,0,32.71,0,0.91,72.835,0.961,0,0,0
Poland,POL,,9/30/2022,188,0,0,0,2.14,0,0,4.717,0.054,0,0,0
Portugal,PRT,,9/30/2022,926,0,9,0,1.29,0,0.876,90.158,0.126,0,0,0
Puerto Rico,PRI,,9/30/2022,182,0,0,0,1.29,0,0,55.958,0.397,0,0,0
Romania,ROU,,9/30/2022,40,0,0,0,0.14,0,0,2.035,0.007,0,0,0
Russia,RUS,,9/30/2022,2,0,0,0,0,0,0,0.014,0,0,0,0
Saint Martin (French part),MAF,,9/30/2022,1,0,0,0,0,0,0,31.431,0,0,0,0
San Marino,SMR,,9/30/2022,0,0,0,0,0,0,0,0,0,0,0,0
Serbia,SRB,,9/30/2022,40,0,0,0,0,0,0,5.821,0,0,0,0
Slovakia,SVK,,9/30/2022,14,0,0,0,0,0,0,2.481,0,0,0,0
Slovenia,SVN,,9/30/2022,47,0,0,0,0.14,0,0,22.171,0.066,0,0,0
South Africa,ZAF,,9/30/2022,5,0,0,0,0,0,0,0.083,0,0,0,0
South Korea,KOR,,9/30/2022,2,0,0,0,0,0,0,0.039,0,0,0,0
Spain,ESP,,9/30/2022,7188,2,39,0,15,0,0.82,151.14,0.315,0,0.042,0
Sudan,SDN,,9/30/2022,7,1,0,0,0,0,0,0.149,0,0,0.021,0
Sweden,SWE,,9/30/2022,195,0,0,0,1.29,0,0,18.485,0.122,0,0,0
Switzerland,CHE,,9/30/2022,513,0,0,0,1.43,0,0,58.692,0.164,0,0,0
Thailand,THA,,9/30/2022,8,0,0,0,0,0,0,0.112,0,0,0,0
Turkey,TUR,,9/30/2022,1,0,0,0,0,0,0,0.012,0,0,0,0
Ukraine,UKR,,9/30/2022,3,0,0,0,0,0,0,0.076,0,0,0,0
United Kingdom,GBR,,9/30/2022,3635,0,0,0,7.14,0,0,53.845,0.106,0,0,0
United States,USA,,9/30/2022,25434,1,104,0,176.71,0,0.307,75.184,0.522,0,0.003,0
Uruguay,URY,,9/30/2022,8,0,0,0,0.29,0,0,2.337,0.085,0,0,0
Venezuela,VEN,,9/30/2022,5,0,0,0,0,0,0,0.177,0,0,0,0
World,OWID_WRL,,9/30/2022,68263,24,326,0,478.86,0.14,0.041,8.56,0.06,0,0.003,0
Andorra,AND,Europe,9/29/2022,4,0,0,0,0,0,0,50.098,0,0,0,0
Argentina,ARG,South America,9/29/2022,326,0,0,0,8.71,0,0,7.163,0.191,0,0,0
Aruba,ABW,North America,9/29/2022,3,0,0,0,0,0,0,28.18,0,0,0,0
Australia,AUS,Oceania,9/29/2022,136,0,0,0,0.14,0,0,5.195,0.005,0,0,0
Austria,AUT,Europe,9/29/2022,313,0,3,0,0.86,0,0.336,35.013,0.096,0,0,0
Bahamas,BHS,North America,9/29/2022,2,0,0,0,0,0,0,4.878,0,0,0,0
Barbados,BRB,North America,9/29/2022,1,0,0,0,0,0,0,3.551,0,0,0,0
Belgium,BEL,Europe,9/29/2022,770,1,0,0,1.86,0,0,66.061,0.16,0,0.086,0
Benin,BEN,Africa,9/29/2022,3,0,0,0,0,0,0,0.225,0,0,0,0
Bermuda,BMU,North America,9/29/2022,1,0,0,0,0,0,0,15.575,0,0,0,0
Bolivia,BOL,South America,9/29/2022,185,0,5,0,4.29,0,0.409,15.134,0.351,0,0,0
Bosnia and Herzegovina,BIH,Europe,9/29/2022,5,0,0,0,0.29,0,0,1.546,0.09,0,0,0
Brazil,BRA,South America,9/29/2022,7624,2,90,0,72.71,0,0.418,35.409,0.338,0,0.009,0
Bulgaria,BGR,Europe,9/29/2022,6,0,0,0,0,0,0,0.885,0,0,0,0
Cameroon,CMR,Africa,9/29/2022,8,2,0,0,0,0,0,0.287,0,0,0.072,0
Canada,CAN,North America,9/29/2022,1396,0,7,0,2.43,0,0.182,36.303,0.063,0,0,0
Central African Republic,CAF,Africa,9/29/2022,9,0,1,0,0.14,0,0.179,1.613,0.025,0,0,0
Chile,CHL,South America,9/29/2022,880,0,38,0,13.86,0,1.938,44.889,0.707,0,0,0
China,CHN,Asia,9/29/2022,5,0,0,0,0,0,0,0.004,0,0,0,0
Colombia,COL,South America,9/29/2022,2042,0,0,0,55.57,0,0,39.365,1.071,0,0,0
Congo,COG,Africa,9/29/2022,5,0,0,0,0,0,0,0.837,0,0,0,0
Costa Rica,CRI,North America,9/29/2022,4,0,0,0,0,0,0,0.772,0,0,0,0
Croatia,HRV,Europe,9/29/2022,29,0,0,0,0,0,0,7.195,0,0,0,0
Cuba,CUB,North America,9/29/2022,3,1,0,0,0.14,0,0,0.268,0.012,0,0.089,0
Curacao,CUW,North America,9/29/2022,3,0,0,0,0,0,0,15.693,0,0,0,0
Cyprus,CYP,Europe,9/29/2022,5,0,0,0,0,0,0,5.58,0,0,0,0
Czechia,CZE,Europe,9/29/2022,66,1,0,0,0,0,0,6.289,0,0,0.095,0
Democratic Republic of Congo,COD,Africa,9/29/2022,190,0,16,0,2.29,0,0.162,1.919,0.023,0,0,0
Denmark,DNK,Europe,9/29/2022,185,0,0,0,0.29,0,0,31.451,0.049,0,0,0
Dominican Republic,DOM,North America,9/29/2022,31,0,0,0,0,0,0,2.761,0,0,0,0
Ecuador,ECU,South America,9/29/2022,120,1,0,0,3.86,0,0,6.666,0.214,0,0.056,0
El Salvador,SLV,North America,9/29/2022,5,0,0,0,0.14,0,0,0.789,0.022,0,0,0
Estonia,EST,Europe,9/29/2022,11,0,0,0,0,0,0,8.295,0,0,0,0
Finland,FIN,Europe,9/29/2022,40,0,0,0,1,0,0,7.219,0.18,0,0,0
France,FRA,Europe,9/29/2022,3999,0,29,0,8,0,0.428,58.971,0.118,0,0,0
Georgia,GEO,Asia,9/29/2022,2,0,0,0,0,0,0,0.534,0,0,0,0
Germany,DEU,Europe,9/29/2022,3621,0,6,0,4.43,0,0.072,43.433,0.053,0,0,0
Ghana,GHA,Africa,9/29/2022,91,4,0,0,1,0,0,2.718,0.03,0,0.119,0
Gibraltar,GIB,Europe,9/29/2022,6,0,0,0,0,0,0,183.615,0,0,0,0
Greece,GRC,Europe,9/29/2022,80,0,0,0,1.14,0,0,7.703,0.11,0,0,0
Greenland,GRL,North America,9/29/2022,2,0,0,0,0,0,0,35.402,0,0,0,0
Guadeloupe,GLP,Europe,9/29/2022,1,0,0,0,0,0,0,2.527,0,0,0,0
Guatemala,GTM,North America,9/29/2022,24,0,4,0,1.29,0,0.224,1.345,0.072,0,0,0
Guyana,GUY,South America,9/29/2022,2,0,0,0,0,0,0,2.473,0,0,0,0
Honduras,HND,North America,9/29/2022,6,0,0,0,0,0,0,0.575,0,0,0,0
Hungary,HUN,Europe,9/29/2022,77,0,0,0,0,0,0,7.725,0,0,0,0
Iceland,ISL,Europe,9/29/2022,14,0,0,0,0.29,0,0,37.543,0.778,0,0,0
India,IND,Asia,9/29/2022,12,1,0,0,0,0,0,0.008,0,0,0.001,0
Indonesia,IDN,Asia,9/29/2022,1,0,0,0,0,0,0,0.004,0,0,0,0
Ireland,IRL,Europe,9/29/2022,183,0,0,0,0.71,0,0,36.432,0.141,0,0,0
Israel,ISR,Asia,9/29/2022,250,0,0,0,0,0,0,26.458,0,0,0,0
Italy,ITA,Europe,9/29/2022,846,0,0,0,1.29,0,0,14.33,0.022,0,0,0
Jamaica,JAM,North America,9/29/2022,14,0,0,0,0.14,0,0,4.952,0.05,0,0,0
Japan,JPN,Asia,9/29/2022,6,0,1,0,0.14,0,0.008,0.048,0.001,0,0,0
Latvia,LVA,Europe,9/29/2022,5,0,0,0,0,0,0,2.702,0,0,0,0
Lebanon,LBN,,9/29/2022,11,0,0,0,0,0,0,2.004,0,0,0,0
Liberia,LBR,,9/29/2022,3,0,0,0,0,0,0,0.566,0,0,0,0
Lithuania,LTU,,9/29/2022,5,0,0,0,0,0,0,1.818,0,0,0,0
Luxembourg,LUX,,9/29/2022,55,0,0,0,0,0,0,84.929,0,0,0,0
Malta,MLT,,9/29/2022,33,0,0,0,0,0,0,61.88,0,0,0,0
Martinique,MTQ,,9/29/2022,1,0,0,0,0,0,0,2.721,0,0,0,0
Mexico,MEX,,9/29/2022,1627,0,0,0,37.14,0,0,12.76,0.291,0,0,0
Moldova,MDA,,9/29/2022,2,0,0,0,0,0,0,0.611,0,0,0,0
Monaco,MCO,,9/29/2022,3,0,0,0,0,0,0,82.212,0,0,0,0
Montenegro,MNE,,9/29/2022,2,0,0,0,0,0,0,3.189,0,0,0,0
Mozambique,MOZ,,9/29/2022,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,NLD,,9/29/2022,1219,0,0,0,0,0,0,69.403,0,0,0,0
New Zealand,NZL,,9/29/2022,9,0,0,0,0,0,0,1.736,0,0,0,0
Nigeria,NGA,,9/29/2022,400,7,0,0,17.57,0.14,0,1.83,0.08,0,0.032,0.001
Norway,NOR,,9/29/2022,92,0,0,0,0.29,0,0,16.929,0.053,0,0,0
Panama,PAN,,9/29/2022,14,0,0,0,0.14,0,0,3.176,0.032,0,0,0
Paraguay,PRY,,9/29/2022,1,0,0,0,0,0,0,0.147,0,0,0,0
Peru,PER,,9/29/2022,2449,0,13,0,32.57,0,0.382,71.925,0.957,0,0,0
Poland,POL,,9/29/2022,188,0,0,0,2.14,0,0,4.717,0.054,0,0,0
Portugal,PRT,,9/29/2022,917,0,0,0,1.29,0,0,89.282,0.126,0,0,0
Puerto Rico,PRI,,9/29/2022,182,0,7,0,1.71,0,2.152,55.958,0.526,0,0,0
Romania,ROU,,9/29/2022,40,0,0,0,0.14,0,0,2.035,0.007,0,0,0
Russia,RUS,,9/29/2022,2,0,0,0,0,0,0,0.014,0,0,0,0
Saint Martin (French part),MAF,,9/29/2022,1,0,0,0,0,0,0,31.431,0,0,0,0
San Marino,SMR,,9/29/2022,0,0,0,0,0,0,0,0,0,0,0,0
Serbia,SRB,,9/29/2022,40,0,0,0,0,0,0,5.821,0,0,0,0
Slovakia,SVK,,9/29/2022,14,0,0,0,0,0,0,2.481,0,0,0,0
Slovenia,SVN,,9/29/2022,47,0,0,0,0.14,0,0,22.171,0.066,0,0,0
South Africa,ZAF,,9/29/2022,5,0,0,0,0,0,0,0.083,0,0,0,0
South Korea,KOR,,9/29/2022,2,0,0,0,0,0,0,0.039,0,0,0,0
Spain,ESP,,9/29/2022,7149,2,0,0,9.43,0,0,150.32,0.198,0,0.042,0
Sudan,SDN,,9/29/2022,7,1,0,0,0,0,0,0.149,0,0,0.021,0
Sweden,SWE,,9/29/2022,195,0,3,0,1.29,0,0.284,18.485,0.122,0,0,0
Switzerland,CHE,,9/29/2022,513,0,0,0,1.43,0,0,58.692,0.164,0,0,0
Thailand,THA,,9/29/2022,8,0,0,0,0,0,0,0.112,0,0,0,0
Turkey,TUR,,9/29/2022,1,0,0,0,0,0,0,0.012,0,0,0,0
Ukraine,UKR,,9/29/2022,3,0,0,0,0.14,0,0,0.076,0.004,0,0,0
United Kingdom,GBR,,9/29/2022,3635,0,0,0,7.14,0,0,53.845,0.106,0,0,0
United States,USA,,9/29/2022,25330,1,161,0,184.29,0,0.476,74.877,0.545,0,0.003,0
Uruguay,URY,,9/29/2022,8,0,0,0,0.29,0,0,2.337,0.085,0,0,0
Venezuela,VEN,,9/29/2022,5,0,0,0,0,0,0,0.177,0,0,0,0
World,OWID_WRL,,9/29/2022,67937,24,384,0,484.29,0.14,0.048,8.519,0.061,0,0.003,0
Andorra,AND,Europe,9/28/2022,4,0,0,0,0,0,0,50.098,0,0,0,0
Argentina,ARG,South America,9/28/2022,326,0,0,0,8.71,0,0,7.163,0.191,0,0,0
Aruba,ABW,North America,9/28/2022,3,0,0,0,0,0,0,28.18,0,0,0,0
Australia,AUS,Oceania,9/28/2022,136,0,0,0,0.57,0,0,5.195,0.022,0,0,0
Austria,AUT,Europe,9/28/2022,310,0,1,0,0.86,0,0.112,34.677,0.096,0,0,0
Bahamas,BHS,North America,9/28/2022,2,0,0,0,0,0,0,4.878,0,0,0,0
Barbados,BRB,North America,9/28/2022,1,0,0,0,0,0,0,3.551,0,0,0,0
Belgium,BEL,Europe,9/28/2022,770,1,0,0,1.86,0,0,66.061,0.16,0,0.086,0
Benin,BEN,Africa,9/28/2022,3,0,0,0,0,0,0,0.225,0,0,0,0
Bermuda,BMU,North America,9/28/2022,1,0,0,0,0,0,0,15.575,0,0,0,0
Bolivia,BOL,South America,9/28/2022,180,0,5,0,4.43,0,0.409,14.725,0.362,0,0,0
Bosnia and Herzegovina,BIH,Europe,9/28/2022,5,0,0,0,0.29,0,0,1.546,0.09,0,0,0
Brazil,BRA,South America,9/28/2022,7534,2,89,0,73.57,0,0.413,34.991,0.342,0,0.009,0
Bulgaria,BGR,Europe,9/28/2022,6,0,0,0,0,0,0,0.885,0,0,0,0
Cameroon,CMR,Africa,9/28/2022,8,2,0,0,0,0,0,0.287,0,0,0.072,0
Canada,CAN,North America,9/28/2022,1389,0,0,0,3.71,0,0,36.121,0.096,0,0,0
Central African Republic,CAF,Africa,9/28/2022,8,0,0,0,0,0,0,1.434,0,0,0,0
Chile,CHL,South America,9/28/2022,842,0,0,0,16.29,0,0,42.951,0.831,0,0,0
China,CHN,Asia,9/28/2022,5,0,0,0,0,0,0,0.004,0,0,0,0
Colombia,COL,South America,9/28/2022,2042,0,389,0,55.57,0,7.499,39.365,1.071,0,0,0
Congo,COG,Africa,9/28/2022,5,0,0,0,0,0,0,0.837,0,0,0,0
Costa Rica,CRI,North America,9/28/2022,4,0,0,0,0,0,0,0.772,0,0,0,0
Croatia,HRV,Europe,9/28/2022,29,0,0,0,0,0,0,7.195,0,0,0,0
Cuba,CUB,North America,9/28/2022,3,1,0,0,0.14,0,0,0.268,0.012,0,0.089,0
Curacao,CUW,North America,9/28/2022,3,0,0,0,0.14,0,0,15.693,0.732,0,0,0
Cyprus,CYP,Europe,9/28/2022,5,0,0,0,0,0,0,5.58,0,0,0,0
Czechia,CZE,Europe,9/28/2022,66,1,0,0,0,0,0,6.289,0,0,0.095,0
Democratic Republic of Congo,COD,Africa,9/28/2022,174,0,0,0,0,0,0,1.757,0,0,0,0
Denmark,DNK,Europe,9/28/2022,185,0,0,0,0.29,0,0,31.451,0.049,0,0,0
Dominican Republic,DOM,North America,9/28/2022,31,0,0,0,0,0,0,2.761,0,0,0,0
Ecuador,ECU,South America,9/28/2022,120,1,0,0,3.86,0,0,6.666,0.214,0,0.056,0
El Salvador,SLV,North America,9/28/2022,5,0,0,0,0.14,0,0,0.789,0.022,0,0,0
Estonia,EST,Europe,9/28/2022,11,0,0,0,0,0,0,8.295,0,0,0,0
Finland,FIN,Europe,9/28/2022,40,0,0,0,1,0,0,7.219,0.18,0,0,0
France,FRA,Europe,9/28/2022,3970,0,0,0,3.86,0,0,58.543,0.057,0,0,0
Georgia,GEO,Asia,9/28/2022,2,0,0,0,0,0,0,0.534,0,0,0,0
Germany,DEU,Europe,9/28/2022,3615,0,8,0,4.29,0,0.096,43.361,0.051,0,0,0
Ghana,GHA,Africa,9/28/2022,91,4,7,0,1,0,0.209,2.718,0.03,0,0.119,0
Gibraltar,GIB,Europe,9/28/2022,6,0,0,0,0,0,0,183.615,0,0,0,0
Greece,GRC,Europe,9/28/2022,80,0,6,0,1.57,0,0.578,7.703,0.151,0,0,0
Greenland,GRL,North America,9/28/2022,2,0,0,0,0,0,0,35.402,0,0,0,0
Guadeloupe,GLP,Europe,9/28/2022,1,0,0,0,0,0,0,2.527,0,0,0,0
Guatemala,GTM,North America,9/28/2022,20,0,0,0,1,0,0,1.121,0.056,0,0,0
Guyana,GUY,South America,9/28/2022,2,0,0,0,0,0,0,2.473,0,0,0,0
Honduras,HND,North America,9/28/2022,6,0,0,0,0.29,0,0,0.575,0.028,0,0,0
Hungary,HUN,Europe,9/28/2022,77,0,0,0,0,0,0,7.725,0,0,0,0
Iceland,ISL,Europe,9/28/2022,14,0,0,0,0.29,0,0,37.543,0.778,0,0,0
